tau_cal_0,tau_cal_1,tau_cal_2,tau_cal_3,tau_cal_4,tau_cal_5,tau_cal_6,tau_cal_7,tau_cal_8,tau_cal_9,tau_cal_10,tau_cal_11,tau_est_0,tau_est_1,tau_est_2,tau_est_3,tau_est_4,tau_est_5,tau_est_6,tau_est_7,tau_est_8,tau_est_9,tau_est_10,tau_est_11,joint_pos_0,joint_pos_1,joint_pos_2,joint_pos_3,joint_pos_4,joint_pos_5,joint_pos_6,joint_pos_7,joint_pos_8,joint_pos_9,joint_pos_10,joint_pos_11,joint_pos_target_0,joint_pos_target_1,joint_pos_target_2,joint_pos_target_3,joint_pos_target_4,joint_pos_target_5,joint_pos_target_6,joint_pos_target_7,joint_pos_target_8,joint_pos_target_9,joint_pos_target_10,joint_pos_target_11,joint_vel_0,joint_vel_1,joint_vel_2,joint_vel_3,joint_vel_4,joint_vel_5,joint_vel_6,joint_vel_7,joint_vel_8,joint_vel_9,joint_vel_10,joint_vel_11
-0.22600744664669037,-5.984323024749756,3.386939764022827,-1.3896028995513916,-6.75543212890625,-0.9042354226112366,1.371077537536621,2.12397837638855,7.03496789932251,0.7176975607872009,0.8306460380554199,5.609047889709473,4.1736321449279785,-2.6902315616607666,0.7999653220176697,-4.256658554077148,-2.762690305709839,0.8257615566253662,2.7053170204162598,1.8001869916915894,2.9417712688446045,-2.678117513656616,2.0514745712280273,3.140923023223877,-0.004346886184066534,0.8658502697944641,-1.5168437957763672,0.006415982730686665,0.8676435947418213,-1.5174602270126343,0.03231082856655121,0.9540418386459351,-1.5713835954666138,-0.03299487382173538,0.9477512836456299,-1.5763386487960815,-0.009990982711315155,0.7176477313041687,-1.4353256225585938,-0.028323613107204437,0.7001814842224121,-1.5432499647140503,0.06664401292800903,1.0080947875976562,-1.397670030593872,-0.015104621648788452,0.9694792628288269,-1.438296914100647,0.00030448014149442315,0.070276640355587,-0.15776608884334564,2.38332140725106e-05,0.07118445634841919,-0.15919257700443268,0.0028122353833168745,0.04767454415559769,-0.10803140699863434,-0.00260937144048512,0.04809144139289856,-0.1092233881354332
-1.0602138042449951,-4.988235950469971,4.68580436706543,-0.744255781173706,-6.847684383392334,0.1454978585243225,0.7543928623199463,3.5053255558013916,8.858153343200684,0.692796528339386,1.638115406036377,6.719246864318848,-0.32284650206565857,-5.894018650054932,3.745821714401245,-1.4889270067214966,-6.786816120147705,-0.15917138755321503,1.1397783756256104,2.579575300216675,6.777684211730957,0.47767406702041626,1.303587794303894,5.473913192749023,-0.003704429604113102,0.8670756220817566,-1.5235042572021484,0.007090561557561159,0.8697541952133179,-1.5268545150756836,0.033936552703380585,0.9521329402923584,-1.572497844696045,-0.03142518177628517,0.9457310438156128,-1.5783158540725708,-0.02842516452074051,0.7402923107147217,-1.4118260145187378,-0.009706832468509674,0.6986597776412964,-1.5356332063674927,0.05700937286019325,1.0312385559082031,-1.345658302307129,-0.009726561605930328,0.9778424501419067,-1.4071636199951172,0.089230477809906,-0.10387082397937775,-0.27334344387054443,0.09045004099607468,0.004884317517280579,-0.620806872844696,0.2106499820947647,-0.426376074552536,0.2692855894565582,0.21893537044525146,-0.44207391142845154,0.15855318307876587
-0.9907427430152893,-4.371232986450195,5.540332317352295,-0.5906417965888977,-6.579624652862549,-0.3012753427028656,-0.049235254526138306,4.766438007354736,7.560873985290527,0.1764204204082489,2.4310927391052246,5.659453392028809,-1.0897932052612305,-4.506849765777588,4.588644981384277,-0.7726565003395081,-6.436365127563477,0.6647325754165649,0.34719687700271606,4.588883876800537,7.7806220054626465,0.2509130835533142,2.8737220764160156,5.818702697753906,-0.0019694147631525993,0.8609319925308228,-1.5262893438339233,0.008833499625325203,0.8658121824264526,-1.540200114250183,0.04082237184047699,0.9358084201812744,-1.5584757328033447,-0.02408849634230137,0.9278383851051331,-1.5675396919250488,-0.0259489044547081,0.7436827421188354,-1.3880338668823242,-0.005156464874744415,0.6950783133506775,-1.5597834587097168,0.04709856957197189,1.035677433013916,-1.351151943206787,-0.01158887892961502,0.9667767286300659,-1.4111448526382446,0.03945399820804596,-0.3984214961528778,-0.0126416627317667,0.038804054260253906,-0.3121628165245056,-0.602573037147522,0.37535396218299866,-0.9645970463752747,0.9150967001914978,0.4044553339481354,-1.0919488668441772,0.7454253435134888
-0.8517712354660034,-4.367649078369141,5.603135108947754,-0.2642531991004944,-6.672417640686035,-1.391345500946045,-0.6995874047279358,4.622079849243164,6.400539398193359,-0.239900141954422,2.298186779022217,5.140151023864746,-0.8755481243133545,-3.93013858795166,4.9153547286987305,-0.4725148379802704,-6.200078964233398,-0.1502944380044937,-0.4145755469799042,5.358612060546875,6.7255988121032715,-0.21297253668308258,3.2762258052825928,4.953489303588867,-0.0024910476058721542,0.8516109585762024,-1.5205985307693481,0.00826884526759386,0.8580469489097595,-1.5489639043807983,0.04904692620038986,0.9175906777381897,-1.5385656356811523,-0.015260138548910618,0.9056956171989441,-1.5510386228561401,-0.025354482233524323,0.7327449917793274,-1.3708393573760986,5.007535219192505e-05,0.6832698583602905,-1.59080970287323,0.03997327387332916,1.0172641277313232,-1.3592784404754639,-0.012262068688869476,0.94232577085495,-1.4064782857894897,-0.07845768332481384,-0.4837367832660675,0.48403987288475037,-0.08062198013067245,-0.3983326852321625,-0.35310810804367065,0.42080163955688477,-0.793927013874054,0.9636858105659485,0.44977864623069763,-1.041225790977478,0.8028281927108765
-0.5148126482963562,-4.653390884399414,5.194499492645264,0.2892920672893524,-6.856073379516602,-2.0101981163024902,-1.2175681591033936,3.948657512664795,5.64647102355957,-0.6363271474838257,1.8769333362579346,5.312102317810059,-0.5024858117103577,-4.0264763832092285,4.6883931159973145,0.06528111547231674,-6.382323741912842,-1.0434974431991577,-0.9308042526245117,4.729528903961182,5.916438102722168,-0.4880152642726898,2.793877124786377,4.710759162902832,-0.006823355797678232,0.8424817323684692,-1.5055875778198242,0.004021225497126579,0.8503790497779846,-1.5552997589111328,0.05644765496253967,0.9072238802909851,-1.5223262310028076,-0.007344693876802921,0.8885418176651001,-1.5372936725616455,-0.025662653148174286,0.7170721292495728,-1.3581867218017578,0.005650348961353302,0.6714261174201965,-1.614977240562439,0.03280417621135712,0.9977423548698425,-1.366027593612671,-0.015969865024089813,0.9194021821022034,-1.3914446830749512,-0.2984490692615509,-0.4537416696548462,0.876918375492096,-0.2801589071750641,-0.37755489349365234,-0.4711262881755829,0.3397863209247589,-0.4098983108997345,0.7568432688713074,0.3641503155231476,-0.8031484484672546,0.6523212790489197
-0.031354308128356934,-4.950811862945557,4.850032806396484,0.5696660280227661,-4.939713954925537,-1.8718419075012207,-1.6563892364501953,3.218306303024292,4.680458068847656,-0.9293962717056274,1.5016539096832275,5.90942907333374,-0.01646863855421543,-4.330376148223877,4.293797016143799,0.49426913261413574,-5.33698844909668,-1.0123462677001953,-1.3412344455718994,4.039713382720947,5.1826348304748535,-0.7751352787017822,2.381831645965576,4.928615570068359,-0.015267214737832546,0.8339093327522278,-1.4858766794204712,-0.001747227506712079,0.8325406908988953,-1.569648027420044,0.061906903982162476,0.9017915725708008,-1.5088791847229004,-0.001443350687623024,0.8742141127586365,-1.525908350944519,-0.026034794747829437,0.7015612125396729,-1.3442808389663696,0.007535271346569061,0.6813579797744751,-1.6364645957946777,0.02492530643939972,0.9772071838378906,-1.3785820007324219,-0.019826389849185944,0.8973977565765381,-1.3669242858886719,-0.49918609857559204,-0.4288909137248993,1.0172512531280518,-0.24795758724212646,-1.3844929933547974,-1.001025915145874,0.2214067429304123,-0.25210219621658325,0.6642863750457764,0.24259339272975922,-0.7178851962089539,0.5624167323112488
0.558230459690094,-5.1322479248046875,4.578701972961426,0.5598381757736206,-1.7483384609222412,-1.3457683324813843,-1.8792853355407715,2.461578607559204,3.4186575412750244,-1.0384360551834106,1.3937857151031494,6.679572105407715,0.5614902377128601,-4.650910377502441,4.073878288269043,0.6234453320503235,-2.2574260234832764,-0.47165748476982117,-1.6438426971435547,3.342005491256714,4.241688251495361,-0.9335885047912598,2.00395131111145,5.586557388305664,-0.02710198424756527,0.82581627368927,-1.4657299518585205,-0.005181808024644852,0.7894114851951599,-1.5950993299484253,0.06459580361843109,0.8977606892585754,-1.496640920639038,0.0016559803625568748,0.8608154058456421,-1.516144871711731,-0.02611628919839859,0.6895277500152588,-1.331660270690918,0.005945093929767609,0.6940851807594299,-1.6583173274993896,0.019039243459701538,0.9551964998245239,-1.3991577625274658,-0.022447578608989716,0.8821436166763306,-1.3395988941192627,-0.648503303527832,-0.3991160988807678,0.9801067113876343,-0.14345265924930573,-2.5808920860290527,-1.478689432144165,0.07127870619297028,-0.20518283545970917,0.6008360981941223,0.09286711364984512,-0.6758214831352234,0.47783398628234863
1.018441915512085,-5.3310065269470215,4.431504726409912,0.42812713980674744,0.7803230285644531,-1.015883445739746,-1.915435791015625,1.835666298866272,2.2302334308624268,-1.1037436723709106,1.6690590381622314,7.172808647155762,1.0878901481628418,-4.894756317138672,3.957494020462036,0.5831421613693237,1.0880072116851807,-0.05576104670763016,-1.8375550508499146,2.545063018798828,3.0561277866363525,-1.0223760604858398,1.7616767883300781,6.54730224609375,-0.04031264781951904,0.818676233291626,-1.4476648569107056,-0.00696925912052393,0.7285553216934204,-1.6248024702072144,0.0649663433432579,0.8945575952529907,-1.4858571290969849,0.0025312593206763268,0.8491032123565674,-1.5091488361358643,-0.02785249799489975,0.6786214709281921,-1.3198100328445435,0.002069719135761261,0.6863930821418762,-1.6823203563690186,0.017092227935791016,0.9374615550041199,-1.4198051691055298,-0.024481765925884247,0.879828155040741,-1.3239612579345703,-0.6500447988510132,-0.3389797508716583,0.8533602952957153,-0.08321002870798111,-3.0835156440734863,-1.6060400009155273,0.0005889377207495272,-0.14938485622406006,0.51480633020401,0.029028167948126793,-0.5500766634941101,0.29336804151535034
1.4603322744369507,-5.397393226623535,4.425754070281982,0.36094924807548523,1.6250274181365967,-0.5102598667144775,-1.6908090114593506,1.379291296005249,2.1863911151885986,-1.0098810195922852,2.3718433380126953,7.1621623039245605,1.4303034543991089,-5.1674604415893555,3.936455488204956,0.5200811624526978,2.114729166030884,0.4105745255947113,-1.7329306602478027,1.7624377012252808,1.7527453899383545,-1.1103976964950562,1.8292373418807983,7.289589881896973,-0.052208062261343,0.8130207061767578,-1.4323850870132446,-0.00865161418914795,0.676819920539856,-1.6576329469680786,0.06307197362184525,0.893631637096405,-1.4742039442062378,0.0030373167246580124,0.8410212397575378,-1.5069197416305542,-0.027101777493953705,0.6728731393814087,-1.3075776100158691,-0.0019085779786109924,0.6741505265235901,-1.7053412199020386,0.01814527064561844,0.9278829097747803,-1.4089640378952026,-0.021968849003314972,0.8933932781219482,-1.3271468877792358,-0.5701011419296265,-0.260637104511261,0.7081812024116516,-0.1140347570180893,-2.1647539138793945,-1.7475887537002563,-0.1328239142894745,-0.011550433933734894,0.5290064811706543,0.012043031863868237,-0.3462022840976715,0.035939887166023254
1.775726318359375,-5.496677398681641,4.602099895477295,0.40587133169174194,1.3995368480682373,-0.19598281383514404,-1.5186645984649658,1.5121620893478394,3.235563039779663,-0.8227551579475403,3.1225595474243164,6.4499359130859375,1.7179110050201416,-5.250849723815918,3.9960439205169678,0.41006749868392944,1.6643757820129395,0.5699880719184875,-1.5707292556762695,1.3765548467636108,1.6871236562728882,-1.0721216201782227,2.3896403312683105,7.442469120025635,-0.0619300901889801,0.808458685874939,-1.4198105335235596,-0.010607832111418247,0.6499336957931519,-1.6892969608306885,0.060086093842983246,0.89360111951828,-1.4633632898330688,0.0035724288318306208,0.8363460302352905,-1.5089367628097534,-0.02565639466047287,0.6667274236679077,-1.2924262285232544,-0.00201348215341568,0.6675295233726501,-1.7244905233383179,0.01944688707590103,0.9312731027603149,-1.370253086090088,-0.015734687447547913,0.9117162823677063,-1.3519601821899414,-0.4059731960296631,-0.21571634709835052,0.6165904402732849,-0.07762166857719421,-0.8696296215057373,-1.5146995782852173,-0.13362964987754822,-0.006603444926440716,0.611056387424469,0.06308817118406296,-0.13468684256076813,-0.21359099447727203
